고유ID,식품명,1회 섭취량(g),kcal,탄수화물(g),단백질(g),지방(g),당류(g)
가공식품_즉석조리식품,옥수수야채현미밥&간장불고기,250.0,340.0,62.6,13.5,4.0,8.5
가공식품_즉석조리식품,간장돼지불고기덮밥소스,100.0,85.0,13.0,4.0,1.9,9.0
가공식품_즉석조리식품,포켓그릴치킨 핫스파이시,190.0,350.0,25.0,35.0,12.0,9.0
가공식품_신선편의식품,"[과일애] 한번에 과채
(아보카도 오렌지 파인애플)",180.0,147.2,21.7,1.6,6.0,14.9
가공식품_즉석조리식품,베지가든 짜장떡볶이,133.0,335.0,68.0,6.0,4.4,8.0
가공식품_즉석섭취식품,베이컨치즈치킨버거,210.0,537.0,58.0,26.0,22.4,8.3
가공식품_즉석조리식품,우거지추어탕,500.0,225.0,18.0,16.0,10.0,13.0
가공식품_즉석조리식품,참치 묵은지 김치찌개,500.0,283.0,28.0,21.0,10.0,13.0
가공식품_즉석섭취식품,후레쉬콘샐러드,110.0,155.0,19.0,2.0,8.0,9.0
가공식품_즉석섭취식품,생활스위트콘샐러드,110.0,140.0,19.0,2.0,6.0,9.0
가공식품_즉석섭취식품,고소한 리코타 치즈와 케일 페스토 샐러드,185.0,240.0,28.0,5.0,12.0,15.0
가공식품_즉석섭취식품,단호박샐러드,270.0,480.0,43.0,3.0,33.0,22.0
가공식품_즉석조리식품,해물짜장떡볶이,116.0,288.7,62.4,5.7,1.3,5.2
가공식품_즉석섭취식품,브리오슈 딸기잼 샌드위치,64.0,194.0,21.0,7.0,8.0,8.0
가공식품_빵류,라퀴진 우유핫도그,70.0,195.0,25.0,6.0,8.0,8.0
가공식품_빵류,라퀴진 우유핫도그,70.0,195.0,25.0,6.0,8.0,8.0
가공식품_즉석섭취식품,내가 몸짱이 될 샐러드 리코타치즈&단호박 샐러드,250.0,323.0,27.0,6.0,21.0,20.0
가공식품_즉석조리식품,우리비빔밥 버섯,100.0,330.0,65.0,12.0,2.8,8.0
가공식품_유탕면,하트시그널 짜라볶이,100.0,410.0,67.0,9.0,12.0,8.0
가공식품_유탕면,제리보스,100.0,442.0,67.0,12.0,14.0,8.0
가공식품_빵류,잇메이트 크리스피 핫도그 고추,100.0,240.0,25.0,11.0,10.0,8.0
가공식품_신선편의식품,[몬스터 샐러드] 파인애플 & 스모크드 샐러드,235.0,187.8,31.9,6.5,3.8,18.8
가공식품_신선편의식품,[샐러드 스쿨] 파인애플 & 스모크드 샐러드,235.0,187.8,31.9,6.5,3.8,18.8
가공식품_신선편의식품,"판다의 끝사랑은 너, 리코타",250.0,262.5,32.5,5.0,12.0,20.0
가공식품_신선편의식품,판다는 불고기랑 연애중,210.0,260.4,27.3,4.2,10.1,16.8
가공식품_유탕면,큰컵 간짬뽕,105.0,415.0,59.0,9.0,16.0,8.0
가공식품_유탕면,큰컵 불닭볶음면,105.0,425.0,63.0,9.0,15.0,8.0
가공식품_유탕면,큰컵 대만식마장면,110.0,465.0,64.0,10.0,19.0,8.0
가공식품_유탕면,오뚜기 볶음진짬뽕,110.0,450.0,67.0,9.0,16.0,8.0
가공식품_유탕면,스파게티용기,120.0,480.0,73.0,9.0,17.0,8.0
가공식품_즉석섭취식품,상큼딸기샌드위치,124.0,250.0,29.0,4.0,13.0,8.0
가공식품_유탕면,안심짜장면컵,124.0,545.0,75.0,9.0,23.0,8.0
가공식품_즉석조리식품,교촌궁중닭갈비볶음밥브리또,125.0,290.0,40.0,12.0,9.0,8.0
가공식품_즉석섭취식품,햄참치게맛살샌드위치,125.0,310.0,37.0,9.0,14.0,8.0
가공식품_빵류,페스츄리 핸디피자 콤비네이션,125.0,336.0,35.0,13.0,16.0,8.0
가공식품_즉석조리식품,크림 치즈 치아바타,130.0,369.0,42.0,10.0,18.0,8.0
가공식품_유탕면,치즈게티,130.0,530.0,86.0,11.0,16.0,8.0
가공식품_빵류,REAL프렌치크로크무슈갈릭고르곤졸라,130.0,440.0,37.0,14.0,26.0,8.0
가공식품_즉석조리식품,유부초,132.0,181.0,37.0,4.0,1.7,8.0
가공식품_즉석섭취식품,맛있는핫도그오리지날,135.0,352.0,32.0,11.0,20.0,8.0
가공식품_즉석섭취식품,데리야끼치킨 샌드위치,140.0,281.0,38.0,12.0,9.0,8.0
가공식품_즉석섭취식품,통밀치킨 샌드위치,140.0,318.0,39.0,9.0,14.0,8.0
가공식품_즉석섭취식품,트윈샐러드미니샌드,140.0,405.0,37.0,13.0,22.0,8.0
가공식품_즉석섭취식품,소시지 스크램블 슬라이더,140.0,440.0,27.0,11.0,32.0,8.0
가공식품_빵류,바람의핫도그 포크엔틱,140.0,382.0,29.0,15.0,23.0,8.0
가공식품_즉석섭취식품,토달토달 샌드위치,145.0,301.0,39.0,7.0,13.0,8.0
가공식품_즉석조리식품,싱글팩토리 따봉버거,145.0,335.0,46.0,16.0,10.0,8.0
가공식품_즉석섭취식품,파마산 비프치즈 버거,145.0,413.0,34.0,13.0,25.0,8.0
가공식품_즉석섭취식품,반달크로와상단호박샌드위치,148.0,423.0,30.0,6.0,31.0,8.0
가공식품_즉석섭취식품,햄에그치즈샌드,150.0,387.0,48.0,15.0,15.0,8.0
가공식품_즉석섭취식품,햄치즈에그토스트,152.0,389.0,44.0,16.0,17.0,8.0
가공식품_즉석섭취식품,갈릭햄치즈샌드위치,150.0,436.0,42.0,16.0,23.0,8.0
가공식품_즉석섭취식품,베이컨에그치즈샌드,150.0,452.0,42.0,17.0,24.0,8.0
가공식품_즉석섭취식품,더커진전주비빔삼각김밥,155.0,280.0,47.0,7.0,7.0,8.0
가공식품_즉석섭취식품,뉴매쉬포테이토샌드위치,157.0,400.0,53.0,9.0,12.0,8.0
가공식품_즉석조리식품,다부진 컵밥 도시락 병아리콩밥 & 닭가슴살스테이크,160.0,240.0,43.0,12.0,3.4,8.0
가공식품_즉석섭취식품,포테이토피자 샌드위치,160.0,368.0,46.0,10.0,16.0,8.0
가공식품_즉석섭취식품,햄말이참치김치볶음밥,166.0,330.0,47.0,10.0,11.0,8.0
가공식품_즉석섭취식품,듬뿍햄&감자샐러드샌드위치,166.0,347.0,34.0,10.0,19.0,8.0
가공식품_즉석섭취식품,딥 치즈베이컨 버거,165.0,438.0,36.0,15.0,26.0,8.0
가공식품_즉석섭취식품,딥 치즈베이컨버거,165.0,438.0,36.0,15.0,26.0,8.0
가공식품_즉석조리식품,더온매콤쇠고기비빔밥Light,70.0,253.0,55.0,6.0,1.0,8.0
가공식품_즉석섭취식품,치킨 샐러드 파인애플 샌드위치,169.0,280.0,27.0,14.0,13.0,8.0
가공식품_즉석섭취식품,순살쏘이치킨버거,172.0,370.0,29.0,13.0,22.0,8.0
가공식품_즉석섭취식품,두툼모짜렐라치즈버거,172.0,460.0,37.0,19.0,26.0,8.0
가공식품_즉석섭취식품,사각페스츄리고구마샌드위치,169.0,472.0,37.0,9.0,32.0,8.0
가공식품_즉석섭취식품,햄치즈게맛살샌드위치,173.0,395.0,43.0,11.0,20.0,8.0
가공식품_즉석섭취식품,쉬림프&베이컨 샌드위치,175.0,433.0,35.0,17.0,25.0,8.0
가공식품_즉석조리식품,고메 토마토미트볼,200.0,375.0,16.0,17.0,27.0,9.0
가공식품_즉석조리식품,도시락 어디까지 먹어봤니 닭가슴살&고구마큐브,190.0,175.0,22.0,19.0,1.4,8.0
가공식품_즉석조리식품,매콤 치즈 불고기 치아바타,190.0,337.0,47.0,20.0,7.0,8.0
가공식품_즉석섭취식품,꽃맛살샐러드샌드위치,190.0,348.0,41.0,10.0,16.0,8.0
가공식품_즉석섭취식품,프리미엄랍스터샌드,192.0,400.0,42.0,11.0,21.0,8.0
가공식품_즉석조리식품,토마토제육 덮밥,200.0,205.0,15.0,15.0,10.0,8.0
가공식품_즉석조리식품,임셰프도시락 5가지나물밥&두부스테이크,200.0,288.0,38.0,16.0,8.0,8.0
가공식품_즉석조리식품,임셰프도시락 계란볶음밥&떡갈비,200.0,305.0,42.0,14.0,9.0,8.0
가공식품_즉석조리식품,단호박밥&토마토미트볼,200.0,310.0,39.0,13.0,11.0,8.0
가공식품_즉석조리식품,굽네 갈비천왕치밥,200.0,320.0,50.0,18.0,5.0,8.0
가공식품_즉석조리식품,임셰프도시락 새우볶음밥&카레맛닭가슴살,200.0,285.0,42.0,18.0,5.0,8.0
가공식품_즉석섭취식품,모짜치즈듬뿍김밥,202.0,358.0,55.0,15.0,9.0,8.0
가공식품_즉석섭취식품,4단콤비샌드,200.0,399.0,44.0,11.0,20.0,8.0
가공식품_즉석조리식품,밀스원 통통낙지볶음밥&두툼해물완자,205.0,325.0,42.0,12.0,12.0,8.0
가공식품_즉석조리식품,"임셰프도시락 햄,야채볶음밥&참치오믈렛",205.0,326.0,51.0,8.0,10.0,8.0
가공식품_즉석섭취식품,빅4샌드위치,203.0,497.0,48.0,18.0,26.0,8.0
가공식품_즉석조리식품,건강한 병아리콩잡곡밥&칠리닭가슴살,210.0,275.0,42.0,15.0,5.0,8.0
가공식품_즉석조리식품,소시지&닭가슴살볼,208.0,332.0,50.0,15.0,8.0,8.0
가공식품_즉석조리식품,떡갈비볶음밥,210.0,375.0,68.0,8.0,8.0,8.0
가공식품_빵류,자이언트피자 불고기,210.0,490.0,57.0,29.0,16.0,8.0
가공식품_즉석조리식품,퀴노아영양밥&닭가슴살스테이크-1,215.0,357.6,52.0,17.0,9.0,8.0
가공식품_즉석조리식품,포켓도시락 든든 다섯가지나물밥&소불고기,220.0,205.0,37.0,8.0,3.2,8.0
가공식품_즉석조리식품,포켓도시락 든든 카무트밥&치즈닭갈비,220.0,280.0,44.0,14.0,5.0,8.0
가공식품_즉석조리식품,시래기표고버섯밥&닭가슴살스테이크,220.0,330.0,53.0,15.0,6.0,8.0
가공식품_즉석조리식품,시래기표고버섯밥과 닭가슴살스테이크,220.0,330.0,53.0,15.0,6.0,8.0
가공식품_즉석조리식품,밀스원 세가지나물영양밥&돼지고추장불고기,220.0,375.0,46.0,14.0,15.0,8.0
가공식품_즉석조리식품,알리오올리오볶음밥&순살닭강정,220.0,400.0,65.0,15.0,9.0,8.0
가공식품_즉석섭취식품,매콤순살치킨빅밥바,225.0,522.0,64.0,17.0,22.0,8.0
가공식품_즉석조리식품,표고버섯밥&떡갈비,230.0,309.0,46.0,12.0,8.0,8.0
가공식품_즉석조리식품,버섯곤약볶음밥&매콤 제육볶음,230.0,365.0,66.0,12.0,6.0,8.0
가공식품_즉석조리식품,참치김치치즈볶음밥(용기),230.0,470.0,70.0,14.0,15.0,8.0
가공식품_즉석섭취식품,웰니스식단 오리향채소불고기 세트1,235.0,290.0,20.0,22.0,14.0,8.0
가공식품_즉석조리식품,매콤닭가슴살야채볶음밥&현미빅볼닭가슴살,235.0,305.0,52.0,20.0,1.7,8.0
가공식품_즉석조리식품,쉐푸드 닭가슴살 오색비빔밥,235.0,315.0,53.0,14.0,6.0,8.0
가공식품_즉석조리식품,새우 볶음밥 & 치즈 빅볼닭가슴살,235.0,330.0,52.0,20.0,4.9,8.0
가공식품_즉석조리식품,삼색나물잡곡밥&씨앗담은스테이크,237.0,407.0,60.0,18.0,11.0,8.0
가공식품_즉석조리식품,바른도시락 현미곤약밥 & 고구마스테이크,250.0,326.0,49.0,21.0,4.0,8.0
가공식품_즉석조리식품,바른도시락 현미곤약밥&갈릭갈비맛큐브,250.0,326.0,47.0,26.0,3.0,8.0
가공식품_즉석조리식품,퀴노아영양밥&제육볶음,250.0,335.0,60.0,12.0,5.0,8.0
가공식품_즉석조리식품,흑현미영양밥&비프스테이크,250.0,350.0,72.0,12.0,2.0,8.0
가공식품_즉석섭취식품,바게트와 크림 어니언 연어,250.0,352.0,28.0,12.0,22.0,8.0
가공식품_즉석조리식품,치킨데리야끼&떡갈비스틱 미용식,250.0,372.0,63.0,16.0,6.0,8.0
가공식품_즉석조리식품,귀리찰보리영양밥&씨앗스테이크,250.0,374.0,68.0,15.0,5.0,8.0
가공식품_즉석조리식품,연근영양밥&씨앗스테이크,250.0,383.0,72.0,13.0,5.0,8.0
가공식품_즉석조리식품,흑현미영양밥&청양고추맛소시지,250.0,395.0,69.0,14.0,6.7,8.0
가공식품_즉석조리식품,매운주물럭잡곡밥,250.0,404.0,76.0,19.0,3.0,8.0
가공식품_즉석조리식품,불돈 복근밥,250.0,420.0,51.0,29.0,11.0,8.0
가공식품_즉석조리식품,두루맘 소불고기볶음밥,250.0,430.0,79.0,10.0,8.0,8.0
가공식품_즉석조리식품,두루맘 닭갈비볶음밥,250.0,435.0,70.0,11.0,13.0,8.0
가공식품_즉석조리식품,닭가슴살 카레 볶음밥,250.0,435.0,66.0,25.0,8.0,8.0
가공식품_즉석조리식품,두루맘 낙지볶음밥,250.0,450.0,61.0,5.0,10.0,8.0
가공식품_즉석조리식품,고구마귀리밥&시금치닭가슴살큐브,260.0,325.0,48.0,24.0,5.0,8.0
가공식품_즉석조리식품,렌틸콩귀리밥&청양닭가슴살큐브,260.0,339.0,50.0,27.0,5.0,8.0
가공식품_즉석조리식품,흰강낭콩귀리밥&청양고추닭가슴살큐브,260.0,340.0,45.0,24.0,7.0,8.0
가공식품_즉석조리식품,흑현미영양밥&닭가슴살큐브스테이크,256.0,351.0,67.0,14.0,3.0,8.0
가공식품_즉석조리식품,병아리콩귀리밥&랍스타치킨커틀렛,260.0,375.0,54.0,18.0,11.0,8.0
가공식품_즉석조리식품,불고기브라더스덮밥,270.0,320.0,67.0,10.0,1.3,8.0
가공식품_즉석조리식품,더맛있는 나시고랭,270.0,375.0,70.0,12.0,5.0,8.0
가공식품_즉석조리식품,맛있는 오뚜기 컵밥 참치와사비마요덮밥,267.0,395.0,56.0,11.0,14.0,8.0
가공식품_즉석조리식품,쉐푸드 소불고기볶음밥,270.0,465.0,86.0,10.0,9.0,8.0
가공식품_즉석조리식품,쉐푸드 매콤 낙지볶음밥,270.0,480.0,82.0,11.0,12.0,8.0
가공식품_즉석조리식품,맛있는낙지볶음밥,270.0,480.0,82.0,11.0,12.0,8.0
가공식품_즉석조리식품,맛있닭 더담은 도시락 다섯가지나물밥 & 갈릭스테이크소스 닭가슴살,275.0,340.0,46.0,23.0,7.0,8.0
가공식품_즉석조리식품,바로먹는 생생냉면(모밀소바맛),280.0,65.0,14.0,2.0,0.0,8.0
가공식품_즉석조리식품,포모도로토마토파스타,280.0,360.0,56.0,16.0,8.0,8.0
가공식품_즉석조리식품,해산물로제파스타,280.0,460.0,67.0,15.0,14.0,8.0
가공식품_즉석조리식품,맛있는 컵밥 매콤낙지덮밥,280.0,385.0,67.0,9.0,9.0,8.0
가공식품_즉석조리식품,곤드레나물솥밥&소고기간장불고기,285.0,410.0,61.0,19.0,10.0,8.0
가공식품_즉석섭취식품,B.L.T샌드위치,281.0,590.0,59.0,16.0,33.0,8.0
가공식품_즉석조리식품,아라비아따파스타,300.0,380.0,65.0,17.0,6.0,8.0
가공식품_즉석섭취식품,고구마순잡채,300.0,535.0,94.0,9.0,14.0,8.0
가공식품_즉석조리식품,NEW김치볶음밥,300.0,440.0,75.0,8.0,12.0,8.0
가공식품_즉석조리식품,NEW소불고기볶음밥,300.0,450.0,62.0,17.0,15.0,8.0
가공식품_즉석조리식품,오쉐프 만능볶음밥,300.0,585.0,112.0,9.0,11.0,8.0
가공식품_즉석조리식품,닭가슴살토마토스튜,160.0,124.0,6.0,19.8,2.1,4.0
가공식품_즉석조리식품,오테이스트 정성가득밥상 마늘닭볶음탕,560.0,685.0,89.0,48.0,15.0,14.0
가공식품_즉석섭취식품,속이알찬바싹불고기김밥,316.0,485.0,79.0,16.0,12.0,8.0
가공식품_즉석섭취식품,속이알찬더블치즈&유부김밥,324.0,500.0,79.0,15.0,14.0,8.0
가공식품_즉석섭취식품,단백질공화국 쑥선식,25.0,95.0,7.0,15.0,1.0,5.0
가공식품_즉석섭취식품,베이컨 소시지 파스타,327.0,461.0,56.0,21.0,17.0,8.0
가공식품_즉석섭취식품,그때그도시락,340.0,585.0,75.0,29.0,19.0,8.0
가공식품_즉석섭취식품,매운오징어덮밥세트,330.0,287.0,46.0,18.0,3.4,8.0
가공식품_즉석조리식품,자연품성 로제스파게티,350.0,431.0,66.0,13.0,13.0,8.0
가공식품_즉석섭취식품,트리플치킨도시락,341.0,643.0,94.0,21.0,20.0,8.0
가공식품_유탕면,우리밀구쁘컵라면,73.0,327.0,44.0,7.0,14.0,8.0
가공식품_즉석조리식품,밀스원 이태리 스파게티 멜팅치즈 비프토마토,380.0,565.0,69.0,20.0,23.0,8.0
가공식품_즉석섭취식품,엄마의6찬도시락,383.0,702.0,94.0,24.0,26.0,8.0
가공식품_즉석섭취식품,대왕돈까스스파게티,388.0,750.0,103.0,26.0,26.0,8.0
가공식품_즉석섭취식품,함박&치킨도시락,388.0,750.0,103.0,26.0,26.0,8.0
가공식품_즉석섭취식품,스팸&치킨도시락,390.0,836.0,63.0,20.0,56.0,8.0
가공식품_즉석조리식품,야채죽,250.0,145.0,17.0,15.0,1.9,5.0
가공식품_즉석조리식품,산채나물밥&고추장닭갈비,395.0,495.0,54.0,26.0,21.0,8.0
가공식품_즉석섭취식품,리챔&치킨도시락,407.0,879.0,100.0,32.0,39.0,8.0
가공식품_즉석섭취식품,트리플함박도시락,415.0,745.0,108.0,33.0,20.0,8.0
가공식품_즉석섭취식품,3탄꿈나무도시락,414.0,779.0,110.0,22.0,28.0,8.0
가공식품_유탕면,큰컵 마라탕면,115.0,450.0,66.0,11.0,16.0,8.0
가공식품_빵류,치즈 핫도그,800.0,320.0,36.0,6.0,15.0,8.0
가공식품_즉석섭취식품,잇츠온 단호박 그린키트,215.0,240.0,27.0,6.0,12.0,17.0
가공식품_즉석섭취식품,시저치킨한끼샐러드,189.0,265.0,20.0,25.0,9.0,15.0
가공식품_즉석조리식품,오감포차 마라샹궈,225.0,365.0,16.0,24.0,23.0,10.0
가공식품_즉석조리식품,오감포차 크림새우,180.0,555.0,34.0,12.0,41.0,8.0
가공식품_즉석조리식품,맛있는 김치볶음밥 도시락,270.0,422.2,54.9,21.3,13.1,7.9
가공식품_즉석섭취식품,콘샐러드,1000.0,1250.0,172.0,19.0,54.0,78.0
가공식품_즉석조리식품,고구마 김치 그라탕,180.0,280.0,31.0,10.0,13.0,14.0
가공식품_즉석섭취식품,OK!COOK 견과믹스 샐러드,200.0,313.0,24.3,7.7,20.5,15.5
가공식품_신선편의식품,[정크레페] 연어 크레페 샐러드,290.0,545.6,58.4,15.2,27.9,22.6
가공식품_즉석조리식품,화오미 지삼선,250.0,360.0,30.0,6.0,24.0,11.0
가공식품_즉석조리식품,맛있는 새우볶음밥 도시락,270.0,404.5,65.4,13.3,9.9,7.8
가공식품_즉석섭취식품,에그아보카도샐러드 밀 박스,196.0,217.0,19.0,15.0,9.0,15.0
가공식품_즉석섭취식품,브로콜리 에그 샐러드 밀 박스,196.0,217.0,19.0,15.0,9.0,15.0
가공식품_즉석섭취식품,잇츠온 리코타치즈 그린키트,195.0,280.0,30.0,4.0,16.0,15.0
가공식품_즉석섭취식품,내가 몸짱이 될 샐러드 견과믹스&메추리알 샐러드,235.0,395.0,18.0,12.0,31.0,18.0
가공식품_즉석조리식품,성경 간편 까르보나라 떡볶이,140.0,355.0,72.0,6.0,5.0,6.0
가공식품_즉석조리식품,영양국 연두부된장국,130.0,34.2,1.9,2.8,1.8,3.1
가공식품_즉석조리식품,요리하다 차돌양지된장찌개,500.0,252.0,25.0,20.0,8.0,12.0
가공식품_즉석조리식품,오케이쿡 차돌 된장찌개,500.0,320.0,23.0,25.0,14.0,12.0
가공식품_즉석조리식품,콘치즈그라탕,225.0,435.0,36.0,10.0,28.0,17.0
가공식품_즉석섭취식품,통계란 샐러드 고구마,170.0,375.0,22.0,9.0,28.0,13.0
가공식품_즉석조리식품,스윗칠리 브리또,110.0,227.0,27.1,13.2,7.3,7.6
가공식품_즉석조리식품,맛있는 우리알밤 도시락,280.0,453.1,68.6,13.7,13.6,7.6
가공식품_신선편의식품,[정크레페] 새우 크레페 샐러드,290.0,473.1,50.7,13.5,24.0,21.8
가공식품_신선편의식품,[정크레페] 닭가슴살 크레페 샐러드,295.0,522.0,58.0,22.3,22.3,22.0
가공식품_즉석섭취식품,완전먹음직비프함박,425.0,931.0,91.0,36.0,47.0,18.0
가공식품_즉석조리식품,맛있는 데리야끼 문어덮밥,280.0,434.7,54.2,24.9,12.9,7.5
가공식품_즉석섭취식품,아쉬파 샐러드,242.0,241.0,28.1,8.5,11.9,18.0
가공식품_즉석섭취식품,리코타치즈샐러드,190.0,200.0,16.0,9.0,11.0,14.0
가공식품_즉석섭취식품,샐러드&치킨랩,578.0,655.0,54.0,22.0,40.0,43.0
가공식품_즉석섭취식품,잇츠온 고구마 그린키트,215.0,260.0,35.0,7.0,10.0,16.0
가공식품_신선편의식품,[미스터] 닭가슴살 샐러드,170.0,251.8,23.3,12.6,12.0,12.5
가공식품_즉석조리식품,쿡탐 오징어짬뽕맛 국물라볶이,380.0,1084.0,180.0,10.0,36.0,32.0
가공식품_즉석조리식품,청국장찌개,350.0,272.0,21.0,20.0,12.0,8.0
가공식품_즉석조리식품,우리집참치묵은지김치찌개,350.0,177.0,13.0,11.0,9.0,8.0
가공식품_즉석조리식품,돼지고추장찌개,300.0,160.0,17.6,13.0,4.2,7.0
가공식품_즉석조리식품,진한청국장찌개,350.0,303.0,8.0,16.0,23.0,8.0
가공식품_즉석조리식품,돼지고추장짜글이,300.0,240.0,22.0,17.0,9.0,7.0
가공식품_즉석섭취식품,통단호박 크랜베리 콕콕 샐러드,110.0,200.0,23.0,2.0,11.0,8.0
가공식품_신선편의식품,파프리카 샐러드,224.0,104.6,19.4,2.9,1.7,16.4
가공식품_즉석섭취식품,매콤닭강정,220.0,354.0,28.0,18.0,19.0,9.0
가공식품_신선편의식품,[미스터] 단호박 메쉬드 샐러드,170.0,182.9,24.3,4.1,7.7,12.2
가공식품_즉석조리식품,황태 김치죽,285.0,170.0,34.0,5.0,1.6,5.0
